id_interno,id_manz,od_f,choice,av_car,av_bus,av_motocarro,tt_car,tt_bus,tt_motocarro,exp_pm25_car,exp_pm25_bus,exp_pm25_motocarro,exp_bc_car,exp_bc_bus,exp_bc_motocarro,age_18_30,age_31_45,age_46_55,age_56_70,age_70plus,female,male,trans,mestizo,afrodesc,blanco,indigena,raizal,no_grupo_etnico,str1,str2,str3,income_lvl,disability,student,formaljob,informaljob,selfemply,vueltas,no_education,primaria,secundaria,posgrado,tech,pregrado,own_formalhouse,own_informalhouse,rent_formalhouse,rent_informalhouse,family_home,head_household
P53,M0875810000000000240703,mean_car,2,1,1,1,15,0,0,23.88,0,0,10.02,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
P54,M0875810000000000170705,2_6,3,0,1,1,0,0,70,0,0,24.821,0,0,4.219,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
P58,,mean_bus,9,0,1,1,0,10,0,0,21.7,0,0,7.75,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
P61,M0875810000000000110204,5_7,2,1,1,1,5,0,0,10.172,0,0,4.083,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
P62,M0875810000000000251101,mean_motocarro,3,0,1,1,0,0,10,0,0,38.89,0,0,12.6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
P64,M0875810000000000251108,mean_bus,9,0,1,1,0,60,0,0,21.7,0,0,7.75,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
P68,M0875810000000000251112,mean_motocarro,3,0,1,1,0,0,15,0,0,23.66,0,0,7.99,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
P70,M0875810000000000251102,mean_bus,9,1,1,1,0,50,0,0,59.37,0,0,32.7,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
P71,M0875810000000000240109,mean_bus,9,1,1,1,0,60,0,0,59.37,0,0,32.7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
P73,M0875810000000000040603,5_7,2,1,1,1,80,0,0,10.172,0,0,4.083,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
P74,M0875810000000000360615,mean_bus,9,0,1,1,0,60,0,0,21.7,0,0,7.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
P77,M0875810000000000250927,1_5,3,0,1,1,0,0,45,0,0,28.623,0,0,6.826,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
P79,M0875810000000000210814,mean_bus,9,0,1,1,0,25,0,0,59.37,0,0,32.7,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
P81,M0875810000000000160204,mean_bus,9,0,1,1,0,25,0,0,59.37,0,0,32.7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
P83,M0875810000000000160201,6_5,2,1,1,1,45,0,0,21.704,0,0,10.264,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
P85,M0875810000000000160815,mean_bus,9,0,1,1,0,60,0,0,59.37,0,0,32.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
